EEG Channel 1,EEG Channel 2,EEG Channel 3,EEG Channel 4,EEG Channel 5,EEG Channel 6,EEG Channel 7,EEG Channel 8,Marker
-31398.408203125,25777.1015625,201201.078125,17444.685546875,122759.546875,303836.75,-17339.408203125,-20274.28125,0.0
-31407.99609375,26182.78515625,206685.53125,18532.455078125,124229.6640625,309250.65625,-17327.875,-20018.599609375,0.0
-31665.556640625,24598.60546875,201791.96875,16045.779296875,121442.9140625,305862.5625,-17612.189453125,-20984.93359375,0.0
-31734.82421875,23788.109375,195461.890625,14352.09765625,119304.859375,299744.5625,-17702.646484375,-21491.333984375,0.0
-31364.142578125,26347.47265625,206274.140625,18737.978515625,124431.4296875,308551.40625,-17293.54296875,-19918.017578125,0.0
-31604.333984375,25028.228515625,203762.25,16807.392578125,122363.6484375,307535.78125,-17548.150390625,-20715.638671875,0.0
-31747.162109375,23782.54296875,196522.296875,14491.9755859375,119562.8203125,300886.375,-17723.298828125,-21497.369140625,0.0
-31542.576171875,24680.615234375,196828.8125,15593.9609375,120658.703125,300383.46875,-17512.880859375,-20923.30859375,0.0
-31318.947265625,26324.138671875,205042.671875,18509.923828125,124126.1953125,307281.09375,-17272.95703125,-19923.8515625,0.0
-31525.34375,25497.48046875,205405.78125,17551.4375,123233.21875,308768.59375,-17458.56640625,-20421.869140625,0.0
-31730.734375,23970.56640625,198218.328125,14871.3740234375,120076.1953125,302579.53125,-17708.8828125,-21384.91796875,0.0
-31627.669921875,24212.166015625,195503.265625,14906.443359375,119901.984375,299420.625,-17600.38671875,-21226.46484375,0.0
-31348.921875,26062.353515625,202921.453125,18069.439453125,123574.8046875,305301.15625,-17299.7109375,-20089.677734375,1.0
-31444.876953125,25904.908203125,206335.03125,18233.5234375,123999.0625,309208.8125,-17374.880859375,-20174.369140625,0.0
-31679.16796875,24286.53125,200230.125,15452.2734375,120801.0625,304484.625,-17654.5,-21172.62109375,0.0
-31681.849609375,23897.54296875,195156.71875,14449.529296875,119424.21875,299337.28125,-17664.4921875,-21424.546875,0.0
-31394.18359375,25619.857421875,200609.1875,17202.951171875,122532.8984375,303373.65625,-17372.533203125,-20354.412109375,0.0
-31369.5078125,26209.943359375,206664.140625,18613.32421875,124375.375,309153.28125,-17334.24609375,-19990.638671875,0.0
-31627.40234375,24686.8515625,202323.65625,16209.7958984375,121702.015625,306350.59375,-17612.255859375,-20922.638671875,0.0
-31714.439453125,23759.07421875,195709.265625,14324.4716796875,119342.875,300047.71875,-17722.830078125,-21497.435546875,0.0
-31464.591796875,25081.873046875,198265.0625,16333.37890625,121515.8671875,301479.90625,-17453.8046875,-20669.70703125,0.0
-31321.8984375,26357.53125,206074.65625,18755.546875,124474.4140625,308329.3125,-17289.654296875,-19891.330078125,0.0
-31561.3515625,25142.15625,204258.671875,17021.23046875,122639.984375,307948.71875,-17521.865234375,-20626.455078125,0.0
-31728.7890625,23809.8359375,196992.5625,14529.66015625,119634.96875,301390.3125,-17714.11328125,-21464.04296875,0.0
-31558.1328125,24558.373046875,196488.109375,15443.0869140625,120488.5859375,300148.96875,-17524.48046875,-20995.05859375,0.0
-31318.27734375,26273.443359375,204606.890625,18474.1171875,124073.890625,306858.78125,-17267.79296875,-19943.6328125,0.0
-31503.08203125,25605.841796875,205771.5625,17779.423828125,123485.75,309005.09375,-17434.359375,-20346.5,0.0
-31646.310546875,24117.619140625,195402.21875,14791.8466796875,119783.1640625,299373.09375,-17615.2734375,-21283.126953125,0.0
-31354.15234375,25977.39453125,202508.59375,17868.607421875,123333.1328125,304967.5,-17302.125,-20138.025390625,0.0
-31693.115234375,23832.634765625,195284.671875,14440.5439453125,119449.1640625,299479.3125,-17663.822265625,-21447.681640625,0.0
-31407.125,25495.134765625,200045.453125,17059.85546875,122386.71875,302885.625,-17355.3671875,-20415.03125,0.0
-31355.962890625,26270.962890625,206687.875,18679.037109375,124458.921875,309087.84375,-17290.189453125,-19936.322265625,0.0
-31612.248046875,24797.357421875,202930.171875,16381.658203125,121919.0703125,306877.96875,-17567.931640625,-20835.869140625,0.0
-31729.326171875,23751.36328125,195968.828125,14400.712890625,119461.3671875,300290.8125,-17708.212890625,-21504.41015625,0.0
-31496.173828125,24948.5,197798.625,16117.4609375,121291.4375,301089.28125,-17455.34765625,-20748.697265625,0.0
-31320.958984375,26352.234375,205814.75,18687.3515625,124409.03125,308015.09375,-17268.12890625,-19894.14453125,0.0
-31543.314453125,25260.0390625,204697.546875,17189.875,122865.359375,308242.625,-17489.8125,-20555.712890625,0.0
-31716.853515625,23860.796875,197392.203125,14602.7509765625,119768.0078125,301744.75,-17698.689453125,-21436.951171875,0.0
-31568.52734375,24451.62109375,196156.984375,15204.302734375,120248.328125,299877.875,-17535.27734375,-21075.390625,0.0
-31313.78515625,26233.345703125,204143.46875,18339.134765625,123928.453125,306388.0,-17262.96484375,-19990.705078125,0.0
-31461.9765625,25722.720703125,206028.59375,17970.46484375,123723.9296875,309096.5,-17393.58984375,-20291.6484375,0.0
-31687.1484375,24114.66796875,199264.390625,15220.26171875,120525.796875,303531.71875,-17656.712890625,-21272.8671875,0.0
-31643.62890625,24034.603515625,195285.265625,14715.068359375,119727.2421875,299291.875,-17607.16015625,-21321.68359375,0.0
-31353.078125,25866.888671875,201879.40625,17713.107421875,123163.8828125,304385.875,-17298.169921875,-20196.02734375,0.0
-31400.21875,26082.470703125,206701.015625,18522.93359375,124324.8125,309324.09375,-17316.9453125,-20057.9609375,0.0
-31656.03515625,24469.32421875,201345.1875,15903.0185546875,121365.53125,305452.03125,-17600.990234375,-21041.794921875,0.0
-31707.130859375,23792.802734375,195369.6875,14424.853515625,119466.125,299596.5,-17664.9609375,-21468.400390625,0.0
-31438.171875,25348.349609375,199474.140625,16812.287109375,122121.8515625,302428.71875,-17371.39453125,-20505.822265625,0.0
-31357.169921875,26296.578125,206514.203125,18757.89453125,124564.3984375,308823.25,-17264.10546875,-19926.734375,0.0
-31610.236328125,24901.158203125,203407.9375,16595.296875,122196.484375,307260.1875,-17530.515625,-20766.33203125,0.0
-31743.474609375,23751.69921875,196305.171875,14431.6923828125,119541.1640625,300642.96875,-17691.1796875,-21491.736328125,0.0
-31528.294921875,24803.861328125,197353.859375,15894.501953125,121060.03125,300755.15625,-17454.609375,-20830.7734375,0.0
-31338.796875,26321.791015625,205458.953125,18680.513671875,124415.203125,307633.15625,-17254.78515625,-19914.060546875,0.0
-31552.970703125,25347.142578125,205079.75,17423.361328125,123153.359375,308505.875,-17469.025390625,-20499.85546875,0.0
-31755.74609375,23866.8984375,197822.578125,14793.2548828125,120027.3125,302150.5,-17710.759765625,-21431.119140625,0.0
-31642.0859375,24264.671875,195841.625,15077.2333984375,120151.8984375,299646.59375,-17587.513671875,-21174.564453125,0.0
-31363.00390625,26097.15625,203648.859375,18188.998046875,123782.671875,305950.40625,-17295.6875,-20045.01953125,0.0
-31484.373046875,25767.244140625,206323.15625,18097.265625,123904.84375,309295.3125,-17393.791015625,-20240.015625,0.0
-31722.017578125,24154.1640625,199772.0,15426.7919921875,120826.5390625,304001.96875,-17673.0078125,-21245.7109375,0.0
-31696.736328125,23928.724609375,195248.25,14640.234375,119715.640625,299311.25,-17646.119140625,-21384.1796875,0.0
-31408.3984375,25708.236328125,201303.0,17504.69921875,122989.40625,303904.0625,-17335.65234375,-20279.4453125,0.0
-31707.130859375,23733.392578125,195630.46875,14406.8818359375,119641.8125,299812.6875,-17684.541015625,-21505.548828125,0.0
-31449.369140625,25174.87890625,198977.859375,16622.587890625,122069.0078125,301948.6875,-17413.7734375,-20608.015625,0.0
-31347.580078125,26279.6796875,206376.609375,18847.345703125,124817.46875,308525.3125,-17294.146484375,-19950.875,0.0
-31586.498046875,24961.77734375,203836.078125,16886.31640625,122713.546875,307477.3125,-17545.0,-20736.76171875,0.0
-31725.1015625,23736.34375,196674.453125,14496.8037109375,119813.609375,300927.625,-17721.0859375,-21505.818359375,0.0
-31533.591796875,24642.4609375,196960.515625,15683.14453125,121017.1796875,300380.125,-17515.830078125,-20948.455078125,0.0
-31321.763671875,26278.7421875,205128.234375,18594.951171875,124498.8203125,307220.75,-17287.84375,-19963.94921875,0.0
-31514.078125,25445.044921875,205474.171875,17591.40234375,123553.078125,308695.625,-17462.923828125,-20458.482421875,0.0
-31719.736328125,23915.58203125,198316.234375,14893.8369140625,120371.90625,302538.03125,-17706.1328125,-21411.337890625,0.0
-31615.734375,24176.626953125,195682.171875,14924.951171875,120184.3515625,299467.6875,-17600.857421875,-21254.427734375,0.0
-31330.212890625,26037.74609375,203145.75,18081.642578125,123843.359375,305394.5625,-17307.35546875,-20127.02734375,0.0
-31430.9296875,25866.150390625,206516.421875,18230.169921875,124245.484375,309280.09375,-17389.900390625,-20223.521484375,0.0
-31677.15625,24240.396484375,200308.84375,15560.701171875,121179.921875,304408.125,-17666.90625,-21227.337890625,0.0
-31669.580078125,23861.53515625,195232.828125,14580.6220703125,119840.0234375,299242.78125,-17668.650390625,-21459.146484375,0.0
-31370.04296875,25599.5390625,200735.65625,17292.939453125,122906.59375,303337.65625,-17364.353515625,-20377.078125,0.0
-31355.76171875,26190.4296875,206801.875,18636.189453125,124675.78125,309155.96875,-17323.515625,-20019.806640625,0.0
-31616.271484375,24662.509765625,202421.546875,16219.318359375,121987.1328125,306324.21875,-17600.3203125,-20953.349609375,0.0
-31696.736328125,23745.6640625,195788.71875,14407.75390625,119721.609375,299973.21875,-17705.59765625,-21517.28515625,0.0
-31444.474609375,25074.162109375,198457.046875,16355.9765625,121836.53125,301534.46875,-17427.921875,-20680.3671875,0.0
-31309.0234375,26323.466796875,206197.03125,18759.236328125,124777.90625,308327.3125,-17277.650390625,-19931.5625,0.0
-31532.98828125,25116.0703125,204325.1875,17051.271484375,122970.4296875,307884.65625,-17510.3984375,-20656.294921875,0.0
-31679.50390625,23801.51953125,197081.203125,14614.2841796875,120017.65625,301335.1875,-17690.375,-21469.607421875,0.0
-31513.7421875,24546.1015625,196611.21875,15529.8564453125,120872.9453125,300127.25,-17505.1015625,-21011.6875,0.0
-31278.24609375,26250.310546875,204703.4375,18578.388671875,124465.6328125,306805.0,-17253.578125,-19974.208984375,0.0
-31457.751953125,25561.51953125,205830.703125,17814.96484375,123787.09375,308938.96875,-17410.083984375,-20373.791015625,0.0
-31675.4140625,24002.8203125,198864.75,15099.8984375,120587.5546875,303063.34375,-17656.04296875,-21344.349609375,0.0
-31605.943359375,24095.759765625,195564.21875,14877.744140625,120098.2578125,299414.1875,-17575.375,-21279.373046875,0.0
-31318.544921875,25929.98828125,202631.765625,17928.15234375,123618.3828125,304972.125,-17276.7109375,-20147.2109375,0.0
-31399.951171875,25940.716796875,206723.890625,18376.751953125,124359.8125,309383.96875,-17343.56640625,-20140.775390625,0.0
-31640.611328125,24332.732421875,200931.59375,15738.5322265625,121342.1953125,305003.09375,-17620.705078125,-21131.716796875,0.0
-31670.115234375,23797.966796875,195412.53125,14485.60546875,119695.0546875,299499.34375,-17657.71875,-21464.17578125,0.0
-31397.537109375,25447.927734375,200254.328125,17070.8515625,122590.96875,302987.625,-17369.716796875,-20449.4296875,0.0
-31347.111328125,26209.47265625,206751.71875,18813.013671875,124801.7734375,309001.28125,-17311.111328125,-19999.0859375,0.0
-31598.03125,24718.09765625,202915.890625,16522.943359375,122278.4921875,306699.59375,-17584.025390625,-20887.634765625,0.0
-31706.458984375,23688.263671875,196072.15625,14465.890625,119736.359375,300246.46875,-17715.455078125,-21530.494140625,0.0
-31471.498046875,24888.955078125,197965.53125,16185.455078125,121566.8359375,301105.84375,-17469.49609375,-20782.693359375,0.0
-31310.833984375,26275.857421875,205923.109375,18780.291015625,124712.0546875,307962.84375,-17284.625,-19942.357421875,0.0
-31539.291015625,25180.376953125,204781.296875,17257.869140625,123135.7265625,308171.8125,-17502.353515625,-20601.443359375,0.0
-31544.857421875,24378.1953125,196289.078125,15347.130859375,120613.9140625,299827.78125,-17542.1171875,-21088.80078125,0.0
-31283.67578125,26154.421875,204269.46875,18471.63671875,124285.1171875,306339.125,-17268.0625,-20005.994140625,0.0
-31435.421875,25646.208984375,206091.421875,18062.8671875,124034.796875,309002.28125,-17395.869140625,-20304.12109375,0.0
-31663.544921875,24055.123046875,199336.140625,15307.3671875,120815.2734375,303443.9375,-17653.091796875,-21290.302734375,0.0
-31617.611328125,23976.19921875,195400.671875,14822.7587890625,120030.2578125,299251.71875,-17605.484375,-21338.58203125,0.0
-31316.6015625,25810.091796875,202008.09375,17842.322265625,123485.484375,304351.125,-17290.927734375,-20211.583984375,0.0
-31362.802734375,26012.599609375,206818.828125,18598.37109375,124569.4296875,309285.71875,-17311.24609375,-20081.431640625,0.0
-31619.421875,24387.91796875,201424.703125,15974.0302734375,121585.0078125,305369.625,-17591.87109375,-21068.6171875,0.0
-31389.01953125,25295.51171875,199579.078125,16981.869140625,122438.3515625,302312.71875,-17359.32421875,-20509.443359375,0.0
-31567.052734375,24832.494140625,203420.28125,16782.6484375,122531.0859375,307047.28125,-17514.35546875,-20781.822265625,0.0
-31489.87109375,24736.5390625,197491.25,16004.00390625,121305.7890625,300699.3125,-17445.623046875,-20831.443359375,0.0
-31290.3828125,26260.771484375,205580.453125,18841.712890625,124714.0703125,307558.90625,-17230.30859375,-19918.62109375,0.0
-31498.119140625,25288.73828125,205163.4375,17587.3125,123461.546875,308398.5,-17426.982421875,-20496.033203125,0.0
-31692.982421875,23828.744140625,197933.875,14924.951171875,120294.7265625,302079.03125,-17661.138671875,-21403.693359375,0.0
-31638.80078125,23893.185546875,195419.453125,14682.2109375,119839.828125,299318.6875,-17623.052734375,-21381.228515625,0.0
-31341.076171875,25695.49609375,201467.015625,17631.701171875,123197.484375,303874.4375,-17306.41796875,-20283.802734375,0.0
-31352.9453125,26084.21484375,206884.40625,18725.439453125,124683.359375,309214.4375,-17294.48046875,-20032.546875,0.0
-31603.59765625,24494.73828125,201940.4375,16211.13671875,121862.0078125,305789.25,-17570.01171875,-20992.978515625,0.0
-31542.2421875,24542.8828125,202051.0,16282.2158203125,121926.6484375,305913.71875,-17513.416015625,-20937.255859375,2.0
-31601.787109375,23762.025390625,195798.515625,14598.861328125,119780.953125,299878.40625,-17595.0234375,-21417.505859375,0.0
-31341.076171875,25215.916015625,199260.5,16787.8125,122181.59375,302143.0,-17326.533203125,-20515.880859375,0.0
-31241.498046875,26294.96875,206626.1875,18971.3984375,124893.109375,308708.09375,-17200.40234375,-19876.978515625,0.0
-31482.5625,24978.7421875,204018.734375,17047.517578125,122824.65625,307582.25,-17445.69140625,-20668.6328125,0.0
-31621.90234375,23758.60546875,196857.171875,14708.1611328125,119978.8984375,301009.96875,-17617.21875,-21430.24609375,0.0
-31434.953125,24669.6171875,197169.25,15956.7294921875,121240.8125,300451.53125,-17403.111328125,-20866.982421875,0.0
-31217.4921875,26275.12109375,205351.671875,18813.6171875,124654.59375,307330.59375,-17166.138671875,-19873.15625,0.0
-31410.880859375,25445.71484375,205691.96875,17768.361328125,123650.234375,308825.9375,-17345.041015625,-20369.90234375,0.0
-31508.646484375,24224.638671875,195952.265625,15186.6669921875,120374.7265625,299623.75,-17468.623046875,-21132.990234375,0.0
-31229.763671875,26055.044921875,203416.3125,18307.08203125,124003.4140625,305570.40625,-17181.6953125,-20011.224609375,0.0
-31336.716796875,25868.095703125,206721.40625,18469.423828125,124425.59375,309394.5625,-17273.224609375,-20116.3671875,0.0
-31575.90234375,24256.021484375,200517.515625,15791.0361328125,121348.765625,304539.96875,-17548.083984375,-21111.130859375,0.0
-31571.611328125,23892.984375,195494.015625,14798.3505859375,119996.8671875,299444.84375,-17548.486328125,-21335.228515625,0.0
-31284.81640625,25613.62109375,201009.03125,17519.98828125,123084.6953125,303560.9375,-17246.0,-20266.369140625,0.0
-31279.98828125,26174.470703125,207003.765625,18836.884765625,124824.9140625,309318.25,-17216.83203125,-19931.96484375,0.0
-31536.20703125,24657.681640625,202639.28125,16438.185546875,122153.2265625,306475.15625,-17494.171875,-20854.98046875,0.0
-31612.58203125,23755.453125,196057.28125,14587.998046875,119825.7421875,300184.53125,-17605.283203125,-21420.58984375,0.0
-31351.134765625,25092.53515625,198706.96875,16594.626953125,121993.3046875,301700.96875,-17336.525390625,-20603.92578125,0.0
-31210.1171875,26333.525390625,206415.703125,19012.837890625,124959.625,308445.0625,-17175.525390625,-19848.951171875,0.0
-31446.017578125,25111.98046875,204535.140625,17241.84375,123089.390625,308004.3125,-17411.224609375,-20575.6953125,0.0
-31608.55859375,23806.68359375,197321.46875,14793.9248046875,120124.609375,301485.125,-17618.224609375,-21396.25,0.0
-31443.267578125,24553.076171875,196894.1875,15726.193359375,121004.90625,300320.96875,-17431.744140625,-20927.66796875,0.0
-31213.068359375,26244.744140625,204989.234375,18728.591796875,124566.8125,307025.75,-17180.890625,-19903.130859375,0.0
-31383.1875,25555.818359375,206044.34375,17965.63671875,123896.6640625,309103.8125,-17339.9453125,-20313.509765625,0.0
-31599.439453125,24006.642578125,199063.890625,15252.7841796875,120708.1875,303221.84375,-17600.119140625,-21279.775390625,0.0
-31242.705078125,25933.541015625,202883.703125,18111.146484375,123798.6328125,305171.40625,-17230.17578125,-20099.87109375,0.0
-31319.216796875,25934.14453125,206942.6875,18534.6015625,124520.28125,309561.53125,-17277.3828125,-20086.728515625,0.0
-31560.48046875,24340.64453125,201093.328125,15922.53125,121529.3515625,305100.1875,-17544.798828125,-21065.935546875,0.0
-31579.390625,23843.09375,195608.8125,14698.70703125,119913.5859375,299614.34375,-17569.072265625,-21387.3984375,0.0
-31290.78515625,25493.525390625,200497.0625,17251.767578125,122779.2578125,303152.59375,-17266.5859375,-20360.783203125,0.0
-31245.119140625,26229.255859375,207052.3125,18862.5,124837.515625,309272.96875,-17204.626953125,-19911.244140625,0.0
-31495.638671875,24758.33203125,203219.78125,16623.19140625,122358.953125,306962.25,-17474.32421875,-20806.029296875,0.0
-31606.279296875,23732.923828125,196348.15625,14598.1240234375,119844.515625,300475.0625,-17611.115234375,-21450.095703125,0.0
-31371.921875,24939.58203125,198271.578125,16297.638671875,121653.8671875,301374.40625,-17361.3359375,-20699.6796875,0.0
-31202.271484375,26330.77734375,206200.1875,18973.611328125,124891.2265625,308180.53125,-17175.123046875,-19869.537109375,0.0
-31424.626953125,25219.0,204993.796875,17465.13671875,123331.0546875,308321.1875,-17395.935546875,-20530.767578125,0.0
-31609.095703125,23827.73828125,197714.953125,14883.443359375,120246.71875,301850.71875,-17609.640625,-21396.25,0.0
-31460.099609375,24418.49609375,196541.40625,15493.244140625,120749.765625,300042.09375,-17448.57421875,-21029.591796875,0.0
-31206.8984375,26189.087890625,204556.0625,18550.693359375,124342.3828125,306604.0625,-17178.87890625,-19952.484375,0.0
-31367.763671875,25674.10546875,206388.8125,18113.76171875,124052.03125,309286.0,-17321.83984375,-20266.234375,0.0
-31589.91796875,24092.00390625,199641.4375,15356.1826171875,120824.6015625,303720.46875,-17585.501953125,-21240.546875,0.0
-31543.91796875,24024.6796875,195703.296875,14894.1728515625,120062.515625,299508.0625,-17532.9296875,-21283.529296875,0.0
-31248.271484375,25849.85546875,202322.71875,17916.015625,123531.078125,304613.84375,-17218.373046875,-20160.623046875,0.0
-31283.609375,26045.45703125,207047.296875,18665.828125,124632.4609375,309472.21875,-17240.166015625,-20037.7109375,0.0
-31529.03125,24450.615234375,201629.96875,16062.140625,121675.9296875,305520.71875,-17526.828125,-21017.052734375,0.0
-31584.822265625,23798.771484375,195720.328125,14592.15625,119776.59375,299719.34375,-17597.03515625,-21425.888671875,0.0
-31314.857421875,25364.2421875,199929.71875,16990.990234375,122441.1640625,302651.34375,-17301.923828125,-20461.03125,0.0
-31243.376953125,26270.494140625,206867.84375,18972.13671875,124926.1640625,308946.4375,-17207.310546875,-19912.853515625,0.0
-31498.587890625,24867.095703125,203671.0625,16810.87890625,122566.890625,307286.40625,-17471.91015625,-20751.3125,0.0
-31622.3046875,23742.51171875,196628.046875,14633.39453125,119893.734375,300728.9375,-17629.490234375,-21462.43359375,0.0
-31412.154296875,24790.18359375,197774.421875,16055.2333984375,121364.859375,300952.5625,-17402.9765625,-20795.970703125,0.0
-31220.17578125,26299.259765625,205857.59375,18864.51171875,124732.375,307817.40625,-17194.033203125,-19881.203125,0.0
-31516.357421875,24293.37109375,196259.3125,15344.515625,120562.0078125,299820.0625,-17486.99609375,-21104.828125,2.0
-31262.62109375,26094.943359375,203998.890625,18463.857421875,124220.2734375,306059.5,-17212.5390625,-20009.078125,0.0
-31575.634765625,23915.447265625,195735.875,14773.2724609375,119912.109375,299580.5,-17545.0,-21330.400390625,0.0
-31278.982421875,25708.4375,201809.203125,17690.576171875,123234.09375,304184.75,-17241.84375,-20238.943359375,0.0
-31291.388671875,26096.8203125,207154.78125,18782.302734375,124713.1953125,309462.75,-17231.716796875,-20005.189453125,0.0
-31543.8515625,24535.373046875,202253.3125,16243.6591796875,121852.5546875,306075.78125,-17504.765625,-20951.001953125,0.0
-31610.771484375,23752.90625,196011.609375,14572.9775390625,119721.9453125,300041.34375,-17591.53515625,-21438.025390625,0.0
-31348.1171875,25208.80859375,199467.171875,16801.89453125,122170.1953125,302290.59375,-17315.3359375,-20537.47265625,0.0
-31244.650390625,26277.19921875,206817.828125,18964.021484375,124858.234375,308855.625,-17189.205078125,-19886.904296875,0.0
-31491.546875,24959.900390625,204259.34375,16980.595703125,122725.4140625,307806.40625,-17436.37109375,-20673.328125,0.0
-31640.947265625,23752.16796875,197088.453125,14699.310546875,119946.7109375,301212.0,-17610.37890625,-21442.517578125,0.0
-31453.392578125,24652.98828125,197453.5625,15880.4208984375,121128.5625,300747.59375,-17403.982421875,-20883.61328125,0.0
-31232.916015625,26257.3515625,205545.65625,18823.33984375,124639.7734375,307498.375,-17180.48828125,-19921.5703125,0.0
-31421.54296875,25408.833984375,205841.640625,17741.5390625,123598.1328125,308948.84375,-17360.12890625,-20404.234375,0.0
-31633.369140625,23897.4765625,198750.75,15009.2392578125,120352.7265625,302877.1875,-17611.451171875,-21338.24609375,0.0
-31555.919921875,24160.734375,196131.703125,15093.1923828125,120224.921875,299806.0625,-17512.076171875,-21181.001953125,0.0
-31380.1015625,25806.5390625,206874.625,18363.744140625,124259.5703125,309541.75,-17299.779296875,-20179.666015625,0.0
-31622.505859375,24201.3046875,200686.765625,15665.978515625,121155.984375,304693.65625,-17576.046875,-21171.078125,0.0
-31628.2734375,23834.04296875,195677.34375,14689.318359375,119816.0859375,299595.78125,-17581.27734375,-21400.943359375,0.0
-31341.27734375,25549.8515625,201210.9375,17440.662109375,122932.8125,303708.75,-17276.2421875,-20341.873046875,0.0
-31572.1484375,24596.259765625,202798.34375,16388.162109375,122036.6875,306565.90625,-17510.33203125,-20921.56640625,0.0
-31398.54296875,25028.564453125,198897.0625,16531.99609375,121876.2890625,301838.96875,-17341.95703125,-20659.580078125,0.0
-31268.25390625,26257.150390625,206538.546875,18947.59375,124836.2421875,308517.9375,-17195.44140625,-19921.369140625,0.0
-31501.404296875,25049.75390625,204672.59375,17175.79296875,122964.4609375,308095.34375,-17432.48046875,-20640.671875,0.0
-31657.7109375,23747.072265625,197403.609375,14786.8837890625,120083.5,301505.78125,-17626.203125,-21462.298828125,0.0
-31491.279296875,24486.490234375,196983.375,15687.63671875,120936.6484375,300348.875,-17450.25,-21000.01953125,0.0
-31250.1484375,26179.96875,205110.796875,18661.537109375,124460.0,307093.875,-17204.560546875,-19965.224609375,0.0
-31414.970703125,25506.265625,206182.609375,17914.67578125,123800.5078125,309174.8125,-17361.0,-20370.70703125,0.0
-31631.291015625,23958.228515625,199228.515625,15208.1923828125,120613.4375,303306.8125,-17622.91796875,-21342.60546875,0.0
-31553.5078125,24045.6015625,195980.828125,14976.046875,120121.9296875,299717.6875,-17545.537109375,-21279.373046875,0.0
-31308.15234375,26017.6953125,207305.984375,18765.60546875,124461.5390625,309577.40625,-17272.21875,-20022.287109375,0.0
-31344.09375,25144.30078125,199579.8125,16846.3515625,121995.921875,302339.875,-17328.34375,-20545.185546875,0.0
-31617.142578125,23698.5234375,197139.015625,14817.259765625,119850.484375,301154.0,-17638.474609375,-21457.134765625,0.0
-31429.65625,24600.1484375,197497.015625,15980.19921875,121002.6953125,300679.1875,-17441.33203125,-20893.8046875,0.0
-31214.408203125,26212.423828125,205682.71875,18851.369140625,124412.1875,307567.09375,-17211.734375,-19911.513671875,0.0
-31402.029296875,25369.40625,205968.96875,17835.416015625,123431.640625,308995.71875,-17392.181640625,-20416.908203125,0.0
-31611.7109375,23860.462890625,198840.40625,15157.6328125,120256.7734375,302857.875,-17633.646484375,-21347.298828125,0.0
-31515.486328125,24116.94921875,196237.25,15225.42578125,120114.078125,299811.21875,-17523.474609375,-21173.42578125,0.0
-31237.20703125,25948.96484375,203700.625,18325.58984375,123716.625,305762.09375,-17227.091796875,-20057.42578125,0.0
-31334.50390625,25780.72265625,207061.234375,18430.53125,124053.9140625,309643.46875,-17299.30859375,-20150.498046875,0.0
-31573.623046875,24177.365234375,200825.109375,15807.1298828125,121019.59375,304719.34375,-17580.47265625,-21155.185546875,0.0
-31570.0703125,23816.876953125,195830.5,14827.1171875,119657.4375,299640.5,-17579.869140625,-21373.25,0.0
-31279.05078125,25539.591796875,201344.984375,17557.673828125,122742.984375,303749.09375,-17274.6328125,-20314.984375,0.0
-31255.3125,26098.162109375,207297.9375,18928.080078125,124535.96875,309441.90625,-17230.107421875,-19973.337890625,0.0
-31514.345703125,24565.212890625,202879.8125,16535.21484375,121857.6484375,306544.25,-17511.5390625,-20908.35546875,0.0
-31609.6328125,23665.8671875,196302.296875,14708.5634765625,119553.234375,300255.9375,-17629.01953125,-21476.044921875,0.0
-31366.01953125,24991.818359375,199023.65625,16645.05078125,121642.9375,301871.03125,-17364.15234375,-20650.86328125,0.0
-31229.228515625,26224.560546875,206727.96875,19002.244140625,124535.5,308637.84375,-17208.8515625,-19906.484375,0.0
-31463.048828125,25012.404296875,204849.15625,17255.58984375,122695.84375,308196.28125,-17449.513671875,-20632.021484375,0.0
-31629.546875,23704.4921875,197569.578125,14871.306640625,119818.03125,301589.65625,-17646.3203125,-21456.93359375,0.0
-31452.65625,24452.08984375,197152.359375,15792.712890625,120696.1875,300426.125,-17452.1953125,-20977.69140625,0.0
-31222.9921875,26140.943359375,205288.234375,18744.1484375,124202.1015625,307176.03125,-17204.091796875,-19952.685546875,0.0
-31394.720703125,25460.734375,206356.5625,18016.80078125,123564.203125,309245.8125,-17365.0234375,-20350.859375,0.0
-31605.67578125,23913.97265625,199341.375,15359.6025390625,120430.578125,303298.6875,-17612.79296875,-21306.396484375,0.0
-31527.623046875,24023.40625,196066.796875,15171.6474609375,119984.125,299659.9375,-17532.125,-21238.333984375,0.0
-31238.146484375,25859.580078125,203171.703125,18216.15625,123498.7578125,305243.84375,-17233.326171875,-20113.6171875,0.0
-31319.41796875,25858.037109375,207230.546875,18612.921875,124191.0390625,309643.46875,-17294.81640625,-20109.66015625,0.0
-31564.03515625,24245.693359375,201402.109375,15946.939453125,121152.03125,305232.625,-17573.431640625,-21100.603515625,0.0
-31584.552734375,23739.2265625,195904.59375,14744.9072265625,119567.2421875,299739.875,-17604.0078125,-21416.90234375,0.0
-31300.9765625,25383.15234375,200782.046875,17327.5390625,122483.2734375,303270.8125,-17299.845703125,-20395.048828125,0.0
-31256.18359375,26120.357421875,207237.390625,19012.50390625,124647.8203125,309275.1875,-17236.076171875,-19950.94140625,0.0
-31601.31640625,23658.021484375,196583.53125,14753.892578125,119695.1875,300526.15625,-17630.294921875,-21456.599609375,0.0
-31367.025390625,24851.873046875,198504.65625,16464.673828125,121518.21875,301415.65625,-17379.57421875,-20708.263671875,0.0
