1-31,CP3,C3,F5,PO3,PO4,F6,C4,CP4,Marker
4.0,492560.65625,481271.1875,482010.25,402616.34375,450412.90625,484263.53125,499878.0,495290.34375,0
5.0,201343.90625,191217.4375,194901.640625,156312.03125,187110.296875,199947.953125,215280.734375,203225.484375,0
6.0,86042.8515625,80705.2578125,82458.6796875,73436.6015625,79065.3515625,82677.3515625,86886.40625,86672.4296875,0
7.0,446476.8125,438331.90625,438949.59375,403651.9375,419625.3125,436781.71875,441681.90625,448062.625,0
8.0,530937.625,521711.96875,521885.71875,447978.1875,491478.125,523193.5,535638.5625,533381.25,0
9.0,293702.4375,281345.5625,284589.875,228593.8125,268209.5625,289353.21875,307172.9375,296128.875,0
10.0,58087.59375,53456.29296875,55738.984375,47443.44921875,55937.1328125,57715.90625,63495.6640625,58716.171875,0
11.0,348255.125,339583.8125,340584.96875,312758.3125,323958.53125,338157.625,342658.625,349647.8125,0
12.0,549225.25,541657.25,541601.125,477716.59375,514261.40625,541909.5625,551248.4375,551372.25,0
13.0,379220.4375,366027.71875,368408.3125,297941.25,343847.53125,372384.90625,390949.65625,381970.96875,0
14.0,78153.671875,72504.8671875,75520.34375,61385.97265625,76171.5859375,79122.3515625,87923.484375,79062.0703125,0
15.0,237837.109375,229702.640625,230972.9375,210682.15625,218335.375,228946.046875,233066.0625,238949.21875,0
16.0,542082.0,535193.3125,535201.5,483189.625,511483.71875,534515.5,541323.625,543970.3125,0
17.0,449857.21875,437264.71875,438655.09375,360019.03125,408604.5625,441687.53125,459210.0,452694.65625,0
18.0,137828.46875,129842.7890625,133398.125,107114.6171875,130643.09375,138086.21875,150657.671875,139253.78125,0
19.0,139170.765625,132543.90625,134064.578125,121004.3046875,126644.25,133106.5,137017.890625,139975.375,0
20.0,502112.0,494690.0,495000.59375,453004.90625,473873.71875,493362.78125,498786.6875,503818.5,0
21.0,502897.84375,492040.84375,492625.4375,413514.5625,460883.90625,494650.90625,509602.6875,505567.15625,0
22.0,223005.296875,212328.625,215916.421875,172999.59375,206123.875,220924.703125,236942.1875,225025.671875,0
23.0,75513.8359375,70504.8828125,72326.171875,63879.890625,69889.4453125,72916.390625,77327.75,76122.3671875,0
24.0,426058.1875,417714.4375,418429.90625,384527.1875,399510.0625,416149.6875,420951.59375,427614.0625,0
25.0,536591.0625,527752.0,527858.5625,455368.21875,497856.875,528930.5625,540717.4375,538983.375,0
26.0,314250.625,301558.9375,304635.09375,244708.046875,286189.5,309210.28125,327360.59375,316780.21875,0
27.0,58696.5234375,53969.93359375,56415.640625,47313.5625,57006.1953125,58777.19140625,65138.51953125,59361.2421875,0
28.0,323314.75,314635.59375,315708.125,289426.59375,299808.125,313310.65625,317728.71875,324645.59375,0
29.0,549911.5625,542563.1875,542500.625,480869.125,515873.5625,542589.1875,551301.75,551995.9375,0
30.0,396737.34375,383537.1875,385681.59375,312481.5625,359551.3125,389447.21875,407936.84375,399520.0625,0
31.0,89067.78125,82975.7421875,86125.125,69600.4375,86311.203125,90029.6171875,99648.2890625,90066.96875,0
0.0,213156.5625,205318.0,206630.609375,187976.453125,195073.234375,204785.1875,208832.03125,214186.734375,0
1.0,535930.625,528991.1875,529045.9375,479083.5625,505902.15625,528128.9375,534579.5,537769.4375,0
2.0,463320.03125,451023.78125,452196.96875,372504.1875,421378.78125,454985.8125,472083.0625,466127.96875,0
3.0,156192.9375,147559.921875,151192.5,121162.5546875,146982.109375,156017.328125,169390.28125,157740.90625,0
4.0,120823.9921875,114599.796875,116178.7421875,104468.2890625,109963.2578125,115542.7890625,119479.6015625,121562.671875,0
5.0,487668.3125,480008.0625,480405.90625,440078.40625,459657.0625,478592.375,483850.78125,489342.46875,0
6.0,511835.28125,501442.59375,501869.0,423437.71875,470236.15625,503684.3125,517980.28125,514449.84375,0
7.0,243263.953125,231977.75,235538.1875,188608.046875,223889.625,240523.34375,257190.390625,245407.640625,0
8.0,67175.0546875,62377.98828125,64322.92578125,56293.265625,62845.6328125,65323.7265625,70036.5703125,67764.0625,0
9.0,404252.5,395742.90625,396539.65625,364348.78125,378214.59375,394188.3125,398902.21875,405761.15625,0
10.0,541630.75,533177.6875,533224.25,462765.75,503822.375,534080.4375,545132.8125,543957.75,0
